05-22 15:46:18  INFO - Found Element :'By.name: DateOfBirthYear'
05-22 15:46:18  WARN - Trying to find element:'By.xpath: .//option[@value = "1985"]'
05-22 15:46:18  INFO - Found Element :'By.xpath: .//option[@value = "1985"]'
05-22 15:46:18  INFO - Trying to click on:'[[[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> name: DateOfBirthYear]] -> xpath: .//option[@value = "1985"]]'
05-22 15:46:18  INFO - Clicked on:'[[[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> name: DateOfBirthYear]] -> xpath: .//option[@value = "1985"]]'
05-22 15:46:18  WARN - Trying to find element:'By.id: Email'
05-22 15:46:18  INFO - Found Element :'By.id: Email'
05-22 15:46:18  WARN - Trying to find element:'By.id: Email'
05-22 15:46:18  INFO - Found Element :'By.id: Email'
05-22 15:46:18  WARN - Trying to find element:'By.id: Email'
05-22 15:46:18  INFO - Found Element :'By.id: Email'
05-22 15:46:18  INFO - Trying to change value of:'[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> id: Email]'
05-22 15:46:18  INFO - Changed value of:'[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> id: Email]' to:'[rtss59@gmail.com]'
05-22 15:46:18  WARN - Trying to find element:'By.id: Password'
05-22 15:46:18  INFO - Found Element :'By.id: Password'
05-22 15:46:18  WARN - Trying to find element:'By.id: Password'
05-22 15:46:18  INFO - Found Element :'By.id: Password'
05-22 15:46:18  WARN - Trying to find element:'By.id: Password'
05-22 15:46:19  INFO - Found Element :'By.id: Password'
05-22 15:46:19  INFO - Trying to change value of:'[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> id: Password]'
05-22 15:46:19  INFO - Changed value of:'[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> id: Password]' to:'[5489920]'
05-22 15:46:19  WARN - Trying to find element:'By.id: ConfirmPassword'
05-22 15:46:19  INFO - Found Element :'By.id: ConfirmPassword'
05-22 15:46:19  WARN - Trying to find element:'By.id: ConfirmPassword'
05-22 15:46:19  INFO - Found Element :'By.id: ConfirmPassword'
05-22 15:46:19  WARN - Trying to find element:'By.id: ConfirmPassword'
05-22 15:46:19  INFO - Found Element :'By.id: ConfirmPassword'
05-22 15:46:19  INFO - Trying to change value of:'[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> id: ConfirmPassword]'
05-22 15:46:19  INFO - Changed value of:'[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> id: ConfirmPassword]' to:'[5489920]'
05-22 15:46:19  WARN - Trying to find element:'By.xpath: //button[contains(@class,'register')]'
05-22 15:46:19  INFO - Found Element :'By.xpath: //button[contains(@class,'register')]'
05-22 15:46:19  WARN - Trying to find element:'By.xpath: //button[contains(@class,'register')]'
05-22 15:46:19  INFO - Found Element :'By.xpath: //button[contains(@class,'register')]'
05-22 15:46:19  WARN - Trying to find element:'By.xpath: //button[contains(@class,'register')]'
05-22 15:46:19  INFO - Found Element :'By.xpath: //button[contains(@class,'register')]'
05-22 15:46:19  INFO - Trying to click on:'[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> xpath: //button[contains(@class,'register')]]'
05-22 15:46:20  INFO - Clicked on:'[[ChromeDriver: chrome on WINDOWS (f482e8d3f420be540d2cdc5b36416006)] -> xpath: //button[contains(@class,'register')]]'
05-22 15:46:20  WARN - Trying to find element:'By.xpath: //*[contains(@class,'result')][contains(text(),'completed')]'
05-22 15:46:20  INFO - Found Element :'By.xpath: //*[contains(@class,'result')][contains(text(),'completed')]'
05-22 15:46:21  WARN - Trying to find element:'By.xpath: //*[contains(@class,'result')][contains(text(),'completed')]'
05-22 15:46:21  INFO - Found Element :'By.xpath: //*[contains(@class,'result')][contains(text(),'completed')]'
05-22 15:46:21  WARN - Trying to find element:'By.xpath: //*[contains(@class,'result')][contains(text(),'completed')]'
05-22 15:46:21  INFO - Found Element :'By.xpath: //*[contains(@class,'result')][contains(text(),'completed')]'
05-22 15:46:22 DEBUG - Couldn't find template in cache for "Extent.ftl"("en_US", UTF-8, parsed); will try to load it.
05-22 15:46:22 DEBUG - TemplateLoader.findTemplateSource("Extent_en_US.ftl"): Not found
05-22 15:46:22 DEBUG - TemplateLoader.findTemplateSource("Extent_en.ftl"): Not found
05-22 15:46:22 DEBUG - TemplateLoader.findTemplateSource("Extent.ftl"): Found
05-22 15:46:22 DEBUG - Loading template for "Extent.ftl"("en_US", UTF-8, parsed) from "jar:file:/C:/Users/Ahmed%20Medhat/.m2/repository/com/relevantcodes/extentreports/2.41.2/extentreports-2.41.2.jar!/com/relevantcodes/extentreports/view/Extent.ftl"
05-22 15:46:22 DEBUG - Couldn't find template in cache for "Extent.ftl"("en_US", UTF-8, parsed); will try to load it.
05-22 15:46:22 DEBUG - TemplateLoader.findTemplateSource("Extent_en_US.ftl"): Not found
05-22 15:46:22 DEBUG - TemplateLoader.findTemplateSource("Extent_en.ftl"): Not found
05-22 15:46:22 DEBUG - TemplateLoader.findTemplateSource("Extent.ftl"): Found
05-22 15:46:22 DEBUG - Loading template for "Extent.ftl"("en_US", UTF-8, parsed) from "jar:file:/C:/Users/Ahmed%20Medhat/.m2/repository/com/relevantcodes/extentreports/2.41.2/extentreports-2.41.2.jar!/com/relevantcodes/extentreports/view/Extent.ftl"
